accuracy,loss,val_accuracy,val_loss
0.4207994043827057,1.6620546579360962,0.3174603283405304,1.3980590105056763
0.5031516551971436,1.059840202331543,0.3504043221473694,1.3620060682296753
0.5509825944900513,0.9975998997688293,0.45552560687065125,1.1993627548217773
0.604004442691803,0.9077123999595642,0.5633423328399658,1.0835672616958618
0.6533185243606567,0.8404449224472046,0.4582210183143616,1.28043794631958
0.6733407378196716,0.7666431069374084,0.5363881587982178,1.0536755323410034
0.7096773982048035,0.728994607925415,0.5525606274604797,1.1089847087860107
0.739710807800293,0.6691661477088928,0.6361185908317566,0.9851745367050171
0.7400815486907959,0.6669065356254578,0.6549865007400513,0.8764700293540955
0.7849462628364563,0.5880782604217529,0.657681941986084,0.9126052856445312
0.76937335729599,0.5967495441436768,0.657681941986084,0.93161940574646
0.7816091775894165,0.5665704607963562,0.6522911190986633,0.924382209777832
0.7801260948181152,0.5629404187202454,0.6361185908317566,0.9288197755813599
0.7997775077819824,0.5306454300880432,0.6253369450569153,0.9621463418006897
